SEQ,FECHA_CREACION,PREFIJO,CARRIER,AWB,ORIGEN,DESTINO,CODIGO_AGENTE,NOMBRE_AGENTE,PIEZAS,CWEIGHT,GROSSW,VOLUMEN,RATE,FLETE,SUBTOTAL,TAX,TOTAL,CODIGO_CLIENTE,CURRENCY,PRICE_CLASS,SHC_LIST,CHARGE_CODE,CREATE_OPER
19288073,2025-12-24,480,A7,00119545,CGO,NLU,0000009CGO,AWESOME CARGO,91,1960,1754,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19288070,2025-12-24,480,A7,00119556,CGO,NLU,0000009CGO,AWESOME CARGO,65,1460,1302,8.76,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19288035,2025-12-24,480,A7,00119534,CGO,NLU,0000009CGO,AWESOME CARGO,90,1960,1764,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19288018,2025-12-24,480,A7,00106960,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1534,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19288014,2025-12-24,480,A7,00119523,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1906,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19288011,2025-12-24,480,A7,00106971,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1669,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19287992,2025-12-24,480,A7,00119512,CGO,NLU,0000009CGO,AWESOME CARGO,90,3440,1831,20.64,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287996,2025-12-24,480,A7,00106982,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1605,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19287984,2025-12-24,480,A7,00106993,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1512,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19287974,2025-12-24,480,A7,00119501,CGO,NLU,0000009CGO,AWESOME CARGO,82,1960,1714,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287969,2025-12-24,480,A7,00107004,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1675,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19287932,2025-12-24,480,A7,00119490,CGO,NLU,0000009CGO,AWESOME CARGO,82,1960,1659,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287928,2025-12-24,480,A7,00107015,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1607,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19287913,2025-12-24,272,A7,74915816,CGO,NLU,0000009CGO,AWESOME CARGO,133,2660,2590,15.96,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19287902,2025-12-24,480,A7,00119486,CGO,NLU,0000009CGO,AWESOME CARGO,82,1960,1678,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287888,2025-12-24,272,A7,74915853,CGO,NLU,0000009CGO,AWESOME CARGO,77,1955.5,1696,11.732,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP1
19287887,2025-12-24,480,A7,00119475,CGO,NLU,0000009CGO,AWESOME CARGO,25,1000,640,6,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287869,2025-12-24,480,A7,00119464,CGO,NLU,0000009CGO,AWESOME CARGO,44,1420,1071,8.52,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287836,2025-12-24,480,A7,00101146,CGO,NLU,0000009CGO,AWESOME CARGO,250,4993,3273,29.958,1,0.95,0.95,0,,~019287836S,USD,,,PP,CGOOP1
19287839,2025-12-24,480,A7,00119442,CGO,NLU,0000009CGO,AWESOME CARGO,105,2022.5,1849,12.135,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287774,2025-12-24,480,A7,00119431,CGO,NLU,0000009CGO,AWESOME CARGO,85,2035,1764,12.209,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287636,2025-12-24,480,A7,00102233,CGO,NLU,0000009CGO,AWESOME CARGO,12,148,103,0.886,1,0.95,0.95,0,,~019287636S,USD,,,PP,CGOOP1
19287634,2025-12-24,480,A7,00119420,CGO,NLU,0000009CGO,AWESOME CARGO,97,2154.5,1570,12.926,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287586,2025-12-24,480,A7,00106024,CGO,NLU,0000009CGO,AWESOME CARGO,1,124,124,0.261,1,0.95,0.95,0,,~019287586S,USD,,HEA,PP,CGOOP1
19287610,2025-12-24,480,A7,00119416,CGO,NLU,0000009CGO,AWESOME CARGO,102,2040,1857,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287587,2025-12-24,480,A7,00119405,CGO,NLU,0000009CGO,AWESOME CARGO,88,2052.5,1751,12.313,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287556,2025-12-24,480,A7,00119394,CGO,NLU,0000009CGO,AWESOME CARGO,93,2040,1851,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287527,2025-12-24,480,A7,00119383,CGO,NLU,0000009CGO,AWESOME CARGO,102,2032.5,1830,12.195,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287505,2025-12-24,480,A7,00119372,CGO,NLU,0000009CGO,AWESOME CARGO,102,2040,1913,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287475,2025-12-24,480,A7,00119361,CGO,NLU,0000009CGO,AWESOME CARGO,104,2051.5,1913,12.308,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19287419,2025-12-24,480,A7,00119350,CGO,NLU,0000009CGO,AWESOME CARGO,109,1993,1897,11.958,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19283031,2025-12-23,HWB,A7,GDL59455443,GDL,VCP,0000009TMA,AWESOME CARGO,3,31,30.6,0,0,0,0,0,,~019283031S,MXN,,,PP,JHERNANDEZ
19282968,2025-12-23,HWB,A7,GDL59455444,GDL,VCP,0000009TMA,AWESOME CARGO,1,3.5,3.4,0,0,0,0,0,,~019282968S,MXN,,,PP,JHERNANDEZ
19282903,2025-12-23,HWB,A7,GDL59427416,GDL,VCP,0000009TMA,AWESOME CARGO,4,32,31.8,0,0,0,0,0,,~019282903S,MXN,,,PP,JHERNANDEZ
19282889,2025-12-23,HWB,A7,GDL59427463,GDL,VCP,0000009TMA,AWESOME CARGO,1,0.4,0.4,0,0,0,0,0,,~019282889S,MXN,,,PP,JHERNANDEZ
19282850,2025-12-23,HWB,A7,GDL59427487,GDL,VCP,0000009TMA,AWESOME CARGO,2,18.5,18.4,0,0,0,0,0,,~019282850S,MXN,,,PP,JHERNANDEZ
19282800,2025-12-23,HWB,A7,GDL59427678,GDL,VCP,0000009TMA,AWESOME CARGO,5,149.5,149.2,0,0,0,0,0,,~019282800S,MXN,,,PP,JHERNANDEZ
19282751,2025-12-23,HWB,A7,GDL59427407,GDL,VCP,0000009TMA,AWESOME CARGO,1,0.7,0.7,0,0,0,0,0,,~019282751S,MXN,,,PP,JHERNANDEZ
19282735,2025-12-23,480,ET,00201541,NLU,CCS,0000009ETH,ETHIOPIAN CARGO,1,334,333.9,0.9,,0,0,0,,,USD,,HEA,,JVALDOS
19282710,2025-12-23,480,ET,00201526,NLU,CCS,0000009ETH,ETHIOPIAN CARGO,1,121.5,121.2,0.362,,0,0,0,,,USD,,,,JVALDOS
19282692,2025-12-23,480,ET,00092890,NLU,CCS,86100860016,INTERTEAM SA DE CV,1,39,39,0.04,,0,0,0,,,USD,,,,JVALDOS
19282580,2025-12-23,480,ET,00200244,NLU,CCS,0000009ETH,ETHIOPIAN CARGO,1,168,168,0.722,,0,0,0,,,USD,,HEA,,JVALDOS
19282563,2025-12-23,480,ET,00200782,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,276.5,221,1.901,,0,0,0,,,USD,,,,JVALDOS
19282543,2025-12-23,480,ET,00201294,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,14,2678.5,2678.2,15.945,,0,0,0,,,USD,,HEA,,JVALDOS
19282483,2025-12-23,480,ET,00201305,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,24,4801.5,3765.8,28.809,,0,0,0,,,USD,,HEA,,JVALDOS
19282473,2025-12-23,480,ET,00200222,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,2,1339,1339,2.82,,0,0,0,,,USD,,HEA,,JVALDOS
19282461,2025-12-23,480,ET,00093413,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,1,148,75,0.888,,0,0,0,,,USD,,,,JVALDOS
19282447,2025-12-23,480,ET,00200362,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,694.5,691,4.165,,0,0,0,,,USD,,,,JVALDOS
19282413,2025-12-23,480,ET,00201283,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,3,726,567,4.355,,0,0,0,,,USD,,HEA,,JVALDOS
19282384,2025-12-23,480,ET,00200955,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,3,935,934.6,0.757,,0,0,0,,,USD,,HEA,,JVALDOS
19282376,2025-12-23,480,ET,00093402,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,1,313,313,1.743,,0,0,0,,,USD,,HEA,,JVALDOS
19282055,2025-12-23,480,A7,00139020,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,22,2680.5,2612.6,16.083,0,0,0,0,,~019282055S,USD,,,PP,KVIALLI
19281063,2025-12-23,480,A7,00141363,GDL,VCP,0000009TMA,AWESOME CARGO,4,34,34,0.158,11.03,356.27,356.27,16.11,,~019281063S,MXN,,,PP,YMEDINA
19280937,2025-12-23,480,A7,00008186,GDL,VCP,0000009TMA,AWESOME CARGO,13,341.5,200.5,2.049,3.75,1216.6,1216.6,54.45,,~019280937S,MXN,,,PP,YMEDINA
19280848,2025-12-23,HWB,A7,MEX25014348,GDL,TSN,0000009TMA,AWESOME CARGO,4,1973,1973,0,0,0,0,0,,~019280848S,MXN,,HEA,PP,JHERNANDEZ
19280432,2025-12-23,HWB,A7,NEX80068936,NLU,CGO,0000009TMA,AWESOME CARGO,4,739.5,739.5,0,0,0,0,0,,~019280432S,USD,,HEA,PP,JHERNANDEZ
19280037,2025-12-23,HWB,A7,MTY0072788,MTY,PEK,0000009TMA,AWESOME CARGO,34,6451,6451,0,0,0,0,0,,~019280037S,USD,,HEA,PP,JHERNANDEZ
19279667,2025-12-23,HWB,A7,CMXA00257593,NLU,PVG,0000009TMA,AWESOME CARGO,1,730,730,0,0,0,0,0,,~019279667S,USD,,HEA,PP,JHERNANDEZ
19279512,2025-12-23,480,ET,00110530,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,7,1447,1447,5.277,,0,0,0,,,USD,,HEA,,JVALDOS
19279304,2025-12-23,480,ET,00093380,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,1,221,221,0.434,,0,0,0,,,USD,,HEA,,JVALDOS
19279193,2025-12-23,480,ET,00201250,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,7,1604,674.6,9.622,,0,0,0,,,USD,,,,JVALDOS
19279053,2025-12-23,480,ET,00201202,NLU,CCS,0000009ETH,ETHIOPIAN CARGO,1,79.5,78.4,0.103,,0,0,0,,,USD,,,,JVALDOS
19279027,2025-12-23,480,ET,00200233,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,1,251.5,251.3,0.643,,0,0,0,,,USD,,HEA,,JVALDOS
19279009,2025-12-23,480,A7,00138994,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,1771,1771,7.627,0,0,0,0,,~019279009S,USD,,HEA,PP,KVIALLI
19278939,2025-12-23,480,A7,00138983,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,43,5010,5010,21.38,0,0,0,0,,~019278939S,USD,,HEA,PP,KVIALLI
19278769,2025-12-23,480,A7,00138913,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,19,4508,4507.9,11.098,0,0,0,0,,~019278769S,USD,,HEA,PP,KVIALLI
19278119,2025-12-23,480,A7,00138552,GDL,TSN,0000009TMA,AWESOME CARGO,4,1973,1973,5.051,1.1,0,2170.3,0.26,,~019278119S,MXN,,HEA,PP,YMEDINA
19277300,2025-12-23,HWB,A7,1071588212,VCP,NLU,0000003,,3,733,732.8,0,0,0,0,0,,~019277300S,,,HEA,,System
19277294,2025-12-23,HWB,A7,S2501512008,VCP,NLU,4000000,,6,1525,1524.6,0,0,0,0,0,,~019277294S,,,HEA,,System
19277116,2025-12-23,480,A7,00139005,VCP,NLU,4000000,,6,1525,524.4,0.681,0,0,0,0,,~019277116S,BRL,,,PP,System
19276920,2025-12-23,480,A7,00138946,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,21,6720,3080.1,40.32,0,0,0,0,,~019276920S,USD,,,PP,KVIALLI
19276961,2025-12-23,480,A7,00138935,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,733,732.9,3.312,1.85,1288.25,1288.25,4.07,,0000009KNS,BRL,,,PP,System
19276063,2025-12-23,480,A7,00141352,NLU,PVG,0000009TMA,AWESOME CARGO,1,730,730,1.443,0,1.04,1.04,0.31,,~019276063S,USD,,HEA,PP,YMEDINA
19275731,2025-12-23,HWB,A7,S2501501252,VCP,NLU,0000003,,4,396,396,0,0,0,0,0,,~019275731S,,,,,System
19273230,2025-12-23,480,A7,00115426,VCP,NLU,0000003,,4,600,720,5.616,0,0,0,0,,~019273230S,BRL,,,PP,System
19266049,2025-12-23,480,A7,00138493,MTY,PEK,0000009TMA,AWESOME CARGO,34,6800,6451,40.8,0,0.95,0.95,0.3,,~019266049S,USD,,HEA,PP,YMEDINA
19265956,2025-12-23,480,A7,00138456,NLU,CGO,0000009TMA,AWESOME CARGO,4,739.5,739.5,1.971,0.8,562.02,562.02,25.11,,~019265956S,USD,,HEA,PP,YMEDINA
19265962,2025-12-23,480,A7,00121015,HGH,VCP,0000009CGO,AWESOME CARGO,48,1145,1145,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19265704,2025-12-23,480,A7,00072940,HGH,NLU,0000009CGO,AWESOME CARGO,1,8772,87,52.632,1,0.95,0.95,0,,0000009THI,CNY,,,PP,HGHOP
19265688,2025-12-23,480,A7,00107111,HGH,NLU,0000009CGO,AWESOME CARGO,74,8772,1802,52.632,1,0.95,0.95,0,,0000009HRI,CNY,,,PP,HGHOP
19265679,2025-12-23,480,A7,00101102,HGH,NLU,0000009CGO,AWESOME CARGO,126,8772,1916,52.632,1,0.95,0.95,0,,0000009LSC,CNY,,,PP,HGHOP
19265671,2025-12-23,480,A7,00072962,HGH,NLU,0000009CGO,AWESOME CARGO,245,8772,4037,52.632,1,0.95,0.95,0,,0000009LSC,CNY,,,PP,HGHOP
19265612,2025-12-23,480,A7,00072951,HGH,NLU,0000009CGO,AWESOME CARGO,177,8772,3963,52.632,1,0.95,0.95,0,,0000009LSC,CNY,,,PP,HGHOP
19265587,2025-12-23,480,A7,00072973,HGH,NLU,0000009CGO,AWESOME CARGO,90,8772,1852,52.632,1,0.95,0.95,0,,0000009ROY,CNY,,,PP,HGHOP
19265539,2025-12-23,480,A7,00106945,HGH,NLU,0000009HGH,AWESOME CARGO,100,1527,1527,0,1,0.95,0.95,0,,0000009FUJ,CNY,,,PP,HGHOP
19265475,2025-12-23,480,A7,00106934,HGH,NLU,0000009HGH,AWESOME CARGO,100,1623,1623,0,1,0.95,0.95,0,,0000009FUJ,CNY,,,PP,HGHOP
19265462,2025-12-23,480,A7,00106923,HGH,NLU,0000009CGO,AWESOME CARGO,100,1704,1704,0,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
19265421,2025-12-23,480,A7,00107763,HGH,NLU,0000009CGO,AWESOME CARGO,100,1683,1683,0,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
19265353,2025-12-23,480,A7,00107100,HGH,VCP,0000009CGO,AWESOME CARGO,97,1892,1892,5.76,1,0.95,0.95,0,,0000009FUJ,CNY,,,PP,HGHOP
19265330,2025-12-23,480,A7,00125974,HGH,VCP,0000009CGO,AWESOME CARGO,100,1889,1889,5.76,1,0.95,0.95,0,,0000009FUJ,CNY,,,PP,HGHOP
19265313,2025-12-23,480,A7,00106956,HGH,VCP,0000009CGO,AWESOME CARGO,184,3204,3204,5.76,1,0.95,0.95,0,,0000009FUJ,CNY,,,PP,HGHOP
19265260,2025-12-23,480,A7,00126044,HGH,VCP,0000009CGO,AWESOME CARGO,120,2076,2076,5.76,1,0.95,0.95,0,,0000009FUJ,CNY,,,PP,HGHOP
19265229,2025-12-23,480,A7,00121026,HGH,VCP,0000009CGO,AWESOME CARGO,48,1150,1150,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19264730,2025-12-23,HWB,A7,538568103MEX,NLU,PVG,0000009TMA,AWESOME CARGO,2,547,547,0,0,0,0,0,,~019264730S,USD,,HEA,PP,GHAA7
19264398,2025-12-23,480,A7,00099050,NLU,PVG,0000009TMA,AWESOME CARGO,2,547,547,0.542,1,519.65,519.65,23.23,,~019264398S,USD,,HEA,PP,YMEDINA
19264215,2025-12-22,480,ET,00200255,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,9,1401,937,6.797,,0,0,0,,,USD,,,,JVALDOS
19264045,2025-12-22,480,ET,00093181,NLU,CCS,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,5,1864,1864,7.15,,0,0,0,,,USD,,HEA,,JVALDOS
19264028,2025-12-22,480,ET,00201445,NLU,CCS,0000009ETH,ETHIOPIAN CARGO,6,1013.6,1013.6,1.373,,0,0,0,,,USD,,HEA,,JVALDOS
19264005,2025-12-22,480,ET,00200981,NLU,LIM,0000009ETH,ETHIOPIAN CARGO,1,323.5,323.4,0.8,,0,0,0,,,USD,,HEA,,JVALDOS
19263969,2025-12-22,480,ET,00093494,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,1,298,298,0.213,,0,0,0,,,USD,,HEA,,JVALDOS
19263956,2025-12-22,480,ET,00201423,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,24,4978.5,3777.4,29.869,,0,0,0,,,USD,,HEA,,JVALDOS
19263947,2025-12-22,480,ET,00201412,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,24,4978.5,3738.8,29.869,,0,0,0,,,USD,,HEA,,JVALDOS
19263931,2025-12-22,480,ET,00093822,NLU,BOG,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,2,2542,1422,9.014,,0,0,0,,,USD,,HEA,,JVALDOS
19263917,2025-12-22,480,ET,00093424,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,1,285,285,1.431,,0,0,0,,,USD,,HEA,,JVALDOS
19263911,2025-12-22,480,ET,00093111,NLU,BOG,86102340004,JAS FORWARDING DE MEXICO SA DE CV,1,139,139,0.72,,0,0,0,,,USD,,,,JVALDOS
19263896,2025-12-22,480,A7,00200992,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,2506,2506,7.2,,0,0,0,,,USD,,HEA,,JVALDOS
19263884,2025-12-22,480,ET,00201003,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,1,240,75.2,1.44,,0,0,0,,,USD,,,,JVALDOS
19263876,2025-12-22,480,A7,00093446,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,1,194,194,0.414,,0,0,0,,,USD,,HEA,,JVALDOS
19263868,2025-12-22,480,A7,00201644,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,1,216,215.8,0.907,,0,0,0,,,USD,,HEA,,JVALDOS
19263862,2025-12-22,480,ET,00201530,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,21,4574,2868.5,27.443,,0,0,0,,,USD,,,,JVALDOS
19263852,2025-12-22,480,ET,00201574,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,16,3360,2482,20.16,,0,0,0,,,USD,,HEA,,JVALDOS
19263813,2025-12-22,480,ET,00093450,NLU,BOG,86100370005,GRUPO DE INTERCAMBIO COMERCIAL SA D,2,1346,1346,2.376,,0,0,0,,,USD,,HEA,,JVALDOS
19263797,2025-12-22,480,ET,00201316,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,2,508,508,2.027,,0,0,0,,,USD,,HEA,,JVALDOS
19257636,2025-12-22,480,A7,00120492,HGH,NLU,0000009CGO,AWESOME CARGO,612,8924,8924,52.632,1,0,0,0,,0000009SAS,CNY,,,,HGHOP
19256714,2025-12-22,480,A7,00121004,HGH,VCP,0000009CGO,AWESOME CARGO,69,1142,1142,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256432,2025-12-22,480,A7,00120993,HGH,VCP,0000009CGO,AWESOME CARGO,54,1149,1149,6.48,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
19256396,2025-12-22,480,A7,00120982,HGH,VCP,0000009CGO,AWESOME CARGO,47,1150,1150,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256279,2025-12-22,480,A7,00120971,HGH,VCP,0000009CGO,AWESOME CARGO,49,1142,1142,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256234,2025-12-22,480,A7,00120960,HGH,VCP,0000009CGO,AWESOME CARGO,48,1144,1144,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256186,2025-12-22,480,A7,00120956,HGH,VCP,0000009CGO,AWESOME CARGO,48,1145,1145,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256140,2025-12-22,480,A7,00120945,HGH,VCP,0000009CGO,AWESOME CARGO,49,1146,1146,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256123,2025-12-22,480,A7,00120934,HGH,VCP,0000009CGO,AWESOME CARGO,48,1148,1148,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19256097,2025-12-22,480,A7,00120923,HGH,VCP,0000009CGO,AWESOME CARGO,50,1147,1147,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19255710,2025-12-22,480,A7,00120912,HGH,VCP,0000009CGO,AWESOME CARGO,48,1142,1142,5.76,1,0.95,0.95,0,,0000009HBI,CNY,,,PP,HGHOP
19247664,2025-12-21,HWB,A7,MX105854288,NLU,PVG,0000009TMA,AWESOME CARGO,10,6920,6920,0,0,0,0,0,,~019247664S,USD,,HEA,PP,GHAA7
19239265,2025-12-21,480,A7,00101080,CGO,NLU,0000009CGO,AWESOME CARGO,300,6735,6735,35.978,1,0.95,0.95,0,,0000009LSC,USD,,,PP,CGOOP
19239256,2025-12-21,272,A7,74915002,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1829,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239249,2025-12-21,272,A7,74915024,CGO,NLU,0000009CGO,AWESOME CARGO,67,1960,1578,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239245,2025-12-21,480,A7,00126206,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1692,12,1,0.95,0.95,0,,0000009FUJ,USD,,BUP,PP,CGOOP
19239240,2025-12-21,480,A7,00126276,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1580,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239237,2025-12-21,480,A7,00126265,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1578,12,1,0.95,0.95,0,,0000009FUJ,USD,,BUP,PP,CGOOP
19239234,2025-12-21,480,A7,00126254,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1574,12,1,0.95,0.95,0,,0000009FUJ,USD,,BUP,PP,CGOOP
19239231,2025-12-21,480,A7,00126243,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1591,12,1,0.95,0.95,0,,0000009FUJ,USD,,BUP,PP,CGOOP
19239224,2025-12-21,480,A7,00126232,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1575,11.52,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239221,2025-12-21,480,A7,00126221,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1651,12,1,0.95,0.95,0,,0000009FUJ,USD,,BUP,PP,CGOOP
19239210,2025-12-21,480,A7,00126210,CGO,NLU,0000009CGO,AWESOME CARGO,100,2000,1697,12,1,0.95,0.95,0,,0000009FUJ,USD,,BUP,PP,CGOOP
19239205,2025-12-21,480,A7,00119335,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1860,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239199,2025-12-21,480,A7,00119324,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1869,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239187,2025-12-21,480,A7,00119313,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1858,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239180,2025-12-21,480,A7,00119291,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1865,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,HEA BUP,PP,CGOOP
19239170,2025-12-21,480,A7,00119276,CGO,NLU,0000009CGO,AWESOME CARGO,98,1960,1841,11.76,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239163,2025-12-21,480,A7,00119265,CGO,NLU,0000009CGO,AWESOME CARGO,25,1000,640,6,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19239135,2025-12-21,480,A7,00119254,CGO,NLU,0000009CGO,AWESOME CARGO,45,1420,1032,8.52,1,0.95,0.95,0,,0000009FUJ,USD,,HEA BUP,PP,CGOOP
19239130,2025-12-21,480,A7,00119232,CGO,NLU,0000009CGO,AWESOME CARGO,101,2020,1878,12.12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238865,2025-12-21,480,A7,00119221,CGO,NLU,0000009CGO,AWESOME CARGO,102,2040,1931,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238862,2025-12-21,480,A7,00119210,CGO,NLU,0000009CGO,AWESOME CARGO,102,2040,1914,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238854,2025-12-21,480,A7,00119206,CGO,NLU,0000009CGO,AWESOME CARGO,93,2040,1786,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238851,2025-12-21,480,A7,00119195,CGO,NLU,0000009CGO,AWESOME CARGO,94,2040,1809,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238831,2025-12-21,480,A7,00119184,CGO,NLU,0000009CGO,AWESOME CARGO,98,2057,1791,12.34,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238775,2025-12-21,480,A7,00119173,CGO,NLU,0000009CGO,AWESOME CARGO,93,2040,1870,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
19238759,2025-12-21,480,A7,00119162,CGO,NLU,0000009CGO,AWESOME CARGO,102,2040,1914,12.24,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,CGOOP
